timestamp,container_type,container_id,status
1686854121.3466542,cup,8288f584-dd6f-490c-8137-2b85f49ff488,Collected
1686854214.4021616,cup,8288f584-dd6f-490c-8137-2b85f49ff488,Collected
1686854236.152383,cup,8288f584-dd6f-490c-8137-2b85f49ff488,Collected
1686854791.9683506,cup,8288f584-dd6f-490c-8137-2b85f49ff488,Failed tracking
1686854861.513234,cup,8288f584-dd6f-490c-8137-2b85f49ff488,Collected
1686854884.8349185,cup,8288f584-dd6f-490c-8137-2b85f49ff488,Collected
1686854904.1790752,cup,8288f584-dd6f-490c-8137-2b85f49ff488,Failed tracking
1686857319.5817842,cup,8288f584-dd6f-490c-8137-2b85f49ff488,Collected
1686858267.8727624,cup,8288f584-dd6f-490c-8137-2b85f49ff488,Collected
